x1,x2,x3,y
8138,-8033,-8168,48915
-2412,6549,-1894,-1557
-4413,-4526,-950,-10392
-6689,-7564,4834,-34572
4372,-5266,-6905,33828
-210,6506,-5334,15369
-9138,6023,-8280,-2577
8347,-6663,-3976,36966
-262,19,-2983,8160
5554,-2820,-7567,39360
8583,-2572,-9224,53418
1269,6524,9012,-23232
-1805,-6295,7465,-27813
3483,1809,-6160,28926
981,1614,1114,-402
-4436,-123,-2126,-6933
-2694,6955,-1163,-4596
-6629,-7802,-577,-18159
1630,-1183,1267,1086
-4210,-4688,-6768,7671
6670,-9368,7141,-1416
4711,1294,-9154,41592
8044,5904,-4471,37542
9409,-9858,-2531,35817
1801,7723,4312,-7536
-423,7620,9605,-30087
-2811,-6437,8681,-34479
669,3093,-1196,5592
5463,6510,1526,11808
-7413,-6744,-4933,-7443
8940,64,888,24153
-9076,-907,6912,-47967
-6790,5191,4766,-34671
466,-3692,2656,-6573
-6166,-5848,6824,-38973
3533,-8722,3303,687
-767,7068,7763,-25593
-5332,7277,7027,-37080
7543,-6584,73,22407
-663,5570,995,-4977
-6111,-2613,-5578,-1602
4397,9453,3363,3099
6876,-6955,-7765,43920
-3093,9838,-7920,14478
-5312,2500,1079,-19176
-4127,2040,6366,-31482
-1401,4180,2982,-13152
-5024,-5522,5492,-31551
9545,-1836,-2574,36354
-113,1839,9622,-29208
-5643,4109,-5260,-1152
-976,4664,3586,-13689
180,-6384,-7233,22236
-2188,1306,6355,-25632
-8472,-2190,-7660,-2439
8242,719,8478,-711
3891,1544,593,9891
-8458,-182,4045,-37512
2131,8237,-6558,26064
5257,3070,5086,510
-3944,-5463,-102,-11529
-6478,259,-3047,-10296
2079,2334,-8399,31431
-4121,-3236,-2318,-5412
-308,-7006,-6703,19182
8574,9899,2194,19137
6226,7654,8783,-7674
-8470,-4640,-9109,1914
225,58,-7570,23382
3629,5482,-5374,27006
3138,-9871,6393,-9768
-3994,-907,47,-12126
-6901,6465,4169,-33213
6749,-163,4893,5565
-8155,8987,-9936,5340
9759,2327,-6443,48603
6735,4525,857,17631
-4081,-4742,2596,-20034
-7241,-591,-7648,1218
-261,7881,-6351,18267
5523,-8004,732,14370
9914,-8310,-5680,46779
-9057,-1901,-9576,1554
9260,-3762,6736,7569
-8763,-6456,890,-28962
-5241,7554,-4581,-1983
-6283,-9997,-5284,-3000
-1492,7461,5480,-20919
4308,-9811,-3297,22812
-6859,6454,-4684,-6528
3662,8138,-5321,26946
6198,-5543,8184,-5961
562,4496,-9980,31623
4171,-5002,-7595,35295
6261,-8882,3875,7155
2604,6499,3139,-1608
6991,-7584,2122,14604
3619,6462,9779,-18483
-4951,-349,-2816,-6408
6986,1909,5275,5130
-1537,-4137,2885,-13269
5734,-8817,9012,-9837
3311,777,7974,-13992
2390,156,-8138,31581
-6662,-6415,4237,-32700
-5799,-1067,8787,-43761
-1541,631,-9785,24729
-3582,5504,6480,-30189
2468,-9768,-4561,21084
7325,-2140,-1454,26334
-3727,3279,-17,-11133
2487,-5138,7074,-13764
-7476,-2801,-2998,-13437
2292,5831,4926,-7905
-5294,439,2833,-24384
2326,-2826,7507,-15546
-1200,-2862,-8285,21252
4580,7830,-7462,36123
-2605,9317,1907,-13539
4625,480,9097,-13419
4982,-1738,9435,-13362
-4927,-7620,-2703,-6675
-9551,-287,-270,-27846
971,-6762,-5709,20037
-1925,-1263,-8553,19881
-9969,-7146,9695,-58995
3362,6409,757,7812
5057,-4683,6381,-3975
-9079,7718,-6285,-8385
-2848,-1315,7234,-30249
-763,4675,8737,-28503
3770,-5706,-6881,31950
-2763,-9430,-6728,11892
-8835,-5088,1158,-29982
-7549,7433,-1064,-19458
8004,8706,260,23229
9046,9589,-8682,53181
-2036,-5807,-6835,14394
-4293,-591,-6413,6357
-3967,944,-3344,-1872
-1018,-2623,-8817,23394
2103,-8168,-899,9003
9590,-6230,-5513,45306
4866,-9295,-6436,33903
-592,-7082,856,-4347
2588,-4969,-6521,27324
-2170,-8592,-3719,4644
4202,-237,748,10359
1832,5661,6385,-13662
-4017,-790,3533,-22653
3775,2713,9800,-18078
3104,7596,2668,1305
3969,-5079,8324,-13068
6357,-3195,-136,19476
6561,-2999,-6150,38130
9203,2167,-7159,49083
-867,-9393,5089,-17871
2673,-5376,-3905,19731
3373,4606,2974,1194
2997,-7109,6762,-11298
6595,4935,-3497,30273
-974,-7991,-8479,22512
-1511,7953,37,-4647
-1901,-158,5998,-23700
2346,9196,-1281,10878
4079,2123,4591,-1539
3743,-9760,-3422,21492
2216,2156,-78,6879
827,9005,3231,-7215
4773,6706,7547,-8325
1749,-8900,-7028,26328
6204,-447,-1893,24288
-8834,-5375,8155,-50970
8805,3644,7624,3540
5468,8632,845,13866
8962,-9967,-5976,44811
3899,359,-8587,37455
-2367,7807,4834,-21606
1729,7520,9958,-24690
-249,6043,9006,-27768
-651,-1115,1476,-6384
-7208,3579,6238,-40341
-9095,2157,-1692,-22212
2431,-8668,9102,-20016
-5925,2957,-6494,1704
-2968,-8019,9941,-38730
-1887,-4333,9043,-32793
9726,2822,4651,15222
-1503,2481,-1053,-1353
-2140,444,7269,-28230
9887,-3577,1397,25467
6014,3843,-8152,42495
7183,-7960,1569,16839
9506,8936,-2132,34911
-9725,4251,-7316,-7230
1803,4483,8117,-18945
2623,-3818,7511,-14667
3700,-7700,682,9051
3172,-7118,-9106,36831
-8803,-1357,-9752,2844
-2208,-4655,-7204,14985
6743,-4578,6068,2022
-6105,-2756,3108,-27642
-9174,8769,-6599,-7728
-3178,6351,9934,-39339
223,337,-4241,13389
-9606,-3169,5435,-45126
1702,3959,-8978,32037
8734,-5903,-2881,34842
58,107,-7045,21306
-8241,1077,-315,-23781
-7370,-209,-8266,2685
-2950,-5617,-6523,10716
-5592,5907,-6499,2718
-4907,172,6521,-34287
-8624,1177,-2782,-17529
3804,-2453,-2303,18318
1694,3813,-6646,25017
-2669,-6826,-5788,9354
-6871,-5866,-9891,9057
3524,8334,5528,-6015
8128,4383,-5813,41820
-464,5419,-7355,20670
-2112,-204,9498,-34833
2282,-2690,-7150,28293
5238,-9949,-6047,33852
-4872,7135,-6856,5949
1202,-6626,3046,-5535
2355,8906,1874,1440
3859,-4562,923,8805
-5027,-1621,5774,-32406
-3400,-3316,2323,-17172
9805,-212,2879,20775
3642,-1950,1246,7185
1492,-1096,-6394,23655
-6342,-2611,-1556,-14361
-3856,3476,-510,-10041
-4946,5781,-7703,8268
-6695,-6097,-5540,-3468
1246,-7618,5206,-11883
-4342,-9707,-9497,15462
-3940,-4464,3123,-21192
6991,-6952,-9651,49923
-6805,3031,-2198,-13824
-4740,-6393,9140,-41643
6599,-8851,936,16986
-4157,6641,2660,-20454
166,-1145,-8426,25773
8957,3118,-1916,32616
290,8790,1928,-4917
7019,2294,2656,13086
8825,3457,-8094,50754
-5700,-5151,-2227,-10422
9350,6948,916,25299
-98,-5132,9922,-30063
-9809,1137,99,-29727
-7271,8506,-6654,-1854
2620,1174,1106,4539
-2157,-8507,7534,-29076
4457,-8075,4655,-597
-2665,-8342,822,-10464
5076,-9619,-5381,31368
2569,1824,2425,429
-7517,6663,-6519,-2997
-423,-7695,-9515,27273
-5013,3291,-9618,13812
-646,-4713,1302,-5847
-8389,1190,-9990,4800
4300,4500,-2908,21621
-4082,-7231,6871,-32862
9648,3269,6934,8139
971,3378,-1660,7890
7389,6786,6071,3951
-663,-106,-9549,26655
3025,7910,-8339,34089
-5724,5871,-8610,8655
-9026,6222,-4120,-14721
2623,-8023,8803,-18543
4472,2957,-9316,41361
-2054,-7922,4765,-20460
-8658,7279,-5775,-8652
-4872,-1290,9850,-44169
-3225,-2841,-6847,10863
-3591,9775,1383,-14925
-4004,3470,-8713,14124
7459,5427,5403,6165
-4945,7530,-8876,11790
-4365,-3261,7673,-36117
-2925,-873,9208,-36402
-3848,-3681,955,-14412
6020,3184,898,15363
-8483,-9729,-8162,-966
1021,-8618,-4125,15435
-1607,7518,-9253,22935
-9143,-4593,-2807,-19011
620,8060,7492,-20619
2243,-9717,4078,-5508
-3992,-8309,3643,-22908
4809,-798,3477,3993
-4385,-1923,-9462,15228
2638,-9391,-4610,21741
2539,3468,7171,-13899
3324,-8644,-6644,29901
-5545,-478,4333,-29637
-5244,-7594,-4769,-1428
-311,3442,-8428,24348
8666,-1064,1682,20949
3440,-5791,-5115,25662
4635,-6689,9238,-13812
-4281,-2014,-3265,-3051
-6555,6224,-3682,-8622
-6576,-9374,7168,-41235
-7667,8439,-5454,-6642
-8918,8944,-823,-24288
2537,6650,-7831,31101
3167,1566,-2093,15777
5639,-4302,-7638,39828
9988,-7862,6937,9150
9311,-840,3212,18294
-9117,677,1476,-31782
1761,-1320,1713,141
-3602,-7495,-2406,-3591
1897,6954,2422,-1578
-5102,2028,-7564,7383
-5928,-7081,-9219,9870
-1803,-3291,-4244,7320
7741,8408,6324,4248
1450,8971,-2166,10845
-2136,-5997,2052,-12567
5608,-5753,3421,6558
3302,-8109,-6390,29073
-8227,-762,-5504,-8172
-5835,-6751,-4605,-3693
-4111,1516,5997,-30327
363,2987,3148,-8358
5075,-7041,780,12882
-9440,-6555,622,-30189
-4036,-4402,-8054,12051
7192,-173,3697,10482
-6808,-5786,-3191,-10854
2112,6029,4281,-6510
1778,8064,9211,-22302
-2038,-5602,9953,-35976
2807,4970,1344,4386
1106,1135,-5016,18363
7905,4600,-9047,50853
-415,-2097,-7620,21612
-9728,484,8017,-53238
-5112,914,1101,-18642
1849,8042,-5293,21423
718,-4341,2946,-6687
7016,713,4540,7425
893,-8727,9359,-25401
-7400,-3288,7061,-43386
-1484,1436,-6005,13560
-5636,-9601,-6560,2769
-3014,-7126,-5174,6477
8943,-1854,-4489,40293
-2434,7359,-6641,12618
1404,-6119,7920,-19551
-4046,5105,6641,-32064
-1217,7842,600,-5454
-4210,-9228,-9234,15069
9794,8154,1569,24672
3662,1040,-7887,34644
-3353,8378,-7334,11940
-4560,5687,43,-13812
-13,-8168,-401,1161
8115,8712,-1187,27903
-4298,-252,2521,-20460
3312,-9206,6647,-10008
-2397,1819,1611,-12027
3446,-8142,2197,3744
-6920,-5524,-4927,-5982
1051,3298,-9531,31743
-1509,-7849,7565,-27225
-9766,8286,-7218,-7647
-1441,6335,-7438,17988
2600,685,-1362,11883
-6175,5081,-2908,-9804
3972,-319,-5637,28824
-2822,4764,-547,-6828
2431,6918,-6114,25632
-559,-8291,-236,-972
-4610,650,2214,-20475
5576,-1177,185,16170
721,-8145,8888,-24504
-7209,-2373,-8567,4071
-8352,-7758,-4334,-12057
5613,5965,-5446,33174
-3492,4191,-2344,-3447
392,-2045,2794,-7209
-553,-775,2815,-10107
-1809,-6515,2705,-13545
6456,9231,-7047,40506
-8517,5263,3800,-36954
-2018,-6470,3193,-15636
-4085,942,9644,-41190
-6301,-379,-2911,-10173
-2993,-46,2750,-17232
-83,4455,-4455,13113
5776,6059,1990,11355
-5050,2093,4691,-29226
-5607,-4099,3977,-28755
7243,-6650,-5467,38127
9845,9210,7540,6912
-2696,-6913,-2445,-756
-9903,1261,-2113,-23373
7393,2186,754,19914
9744,-6866,3642,18303
-4631,4598,7266,-35694
-8751,4466,6861,-46839
8990,4277,7180,5427
-4451,-5357,3771,-24669
-548,-3338,3806,-13065
-8221,4956,-9494,3816
1088,3106,7686,-19797
-7848,2100,-9307,4374
-2669,2394,8086,-32268
-5006,-2713,6077,-33252
6559,4833,-6373,38793
2644,2292,-3067,17130
-6764,4929,-1813,-14856
4995,-128,6507,-4539
4102,4807,-6420,31563
-2113,-9104,-4508,7182
6546,-1034,4039,7518
3428,-4683,7433,-12018
9196,6138,-4752,41841
5227,-3838,2284,8826
-3766,1419,-2676,-3273
-7856,-9678,8014,-47613
7161,-1098,-2510,29010
8225,-1249,4427,11391
3274,-7496,-7021,30882
7681,7460,-9882,52686
-4548,4532,8339,-38664
-803,-1325,-9391,25761
-9057,-7898,4414,-40416
9518,7579,-44,28683
-6744,-5739,-4278,-7401
8773,186,1491,21843
-7649,7289,-2480,-15510
7579,1843,-5765,40029
8476,-649,247,24684
-2637,-1018,6301,-26817
-1895,4506,7704,-28800
-1378,-2949,8203,-28746
-6144,5571,-3725,-7260
-2255,6499,-9101,20535
4936,-7617,3920,3045
-9868,9564,-4891,-14934
-6804,-5473,-6040,-2295
542,1853,3529,-8964
4231,277,3098,3396
-5175,6736,4364,-28620
-7758,-7453,1632,-28173
-9071,-2731,5851,-44769
-7739,-4451,5587,-39981
-247,-4820,8798,-27138
-353,-9093,-5554,15600
1106,-3091,-5089,18582
6088,7010,2506,10743
-1885,9820,4256,-18426
-7331,6055,7940,-45816
-5134,-1873,-824,-12933
-1409,8243,-5796,13158
-9958,-4258,7049,-51024
-4189,9643,-8471,12843
5493,908,2608,8652
-2065,3101,-5655,10767
4623,4727,-1626,18744
3049,-5620,-6955,30009
4267,-6011,2940,3978
-499,5969,5868,-19104
-9827,8639,9243,-57213
3756,1361,7218,-10389
9702,9367,8076,4875
-3967,-2299,-6095,6381
-5389,-7899,2261,-22953
-5115,9163,9747,-44589
-5581,-8315,8081,-40989
665,7447,5187,-13569
-7754,2709,-2387,-16104
2888,-9422,3671,-2352
4798,-5467,-7349,36438
-1018,-3670,-4599,10740
-9156,-5637,-9438,843
4482,2077,-7382,35589
4127,8742,-6016,30426
724,9604,-1239,5886
2479,-8111,8219,-17223
-2676,-8148,-2093,-1752
-3096,5971,9388,-37455
-5367,-2092,-911,-13371
7240,-5490,-8342,46743
4930,1447,3082,5541
-7164,4366,5047,-36636
9255,8249,-4616,41610
-7932,5062,8875,-50424
2890,-2504,7582,-14079
70,-47,-7047,21348
-7219,8564,-4431,-8367
10,-376,1407,-4194
-4890,-757,-8528,10911
-5989,6825,9463,-46359
-1419,-4102,526,-5838
-7671,196,1136,-26424
1912,1177,-3988,17697
8002,9968,-803,26412
7872,-1662,6315,4668
6992,-2406,648,19029
-1185,-9346,5222,-19224
-4388,7392,-4587,594
-4048,-2662,-7059,9030
-2382,-3042,9588,-35913
2555,8408,6899,-13035
4458,1848,4921,-1392
-7818,6253,8631,-49350
9733,-7731,1748,23952
-1991,7018,-4700,8124
8425,-8144,-5752,42528
-3880,-6744,3755,-22908
60,-8745,3544,-10455
-9705,-7029,1741,-34341
5584,-2398,6358,-2325
4421,-6279,-1107,16581
5215,2831,5939,-2175
7995,-4977,-3164,33474
2241,-7285,-7308,28644
-9996,8483,4643,-43920
-2270,-8510,-5784,10539
-3324,3760,-7661,13008
-2618,6537,8587,-33618
5832,5948,-6690,37563
-6175,691,-415,-17283
9022,-3838,8301,2160
8574,1483,6554,6057
6156,-6922,-9403,46674
1914,1485,5129,-9648
796,2415,-3688,13449
-9267,-3856,3346,-37842
-9758,-4773,634,-31179
-3961,3878,2073,-18105
-3688,192,-9158,16407
6063,4763,-6336,37194
4984,2535,-490,16419
-2750,-1812,5451,-24606
-5794,3565,-5995,600
168,8591,7393,-21678
-7076,-7050,-1288,-17367
-4440,-1711,5340,-29343
-6836,-9370,-2176,-13983
-9199,-1635,9763,-56889
-2667,6915,7416,-30252
752,4141,-5328,18237
-3201,751,6321,-28569
2776,7691,4500,-5175
2797,7227,-5441,24711
1513,-4247,-3391,14709
-8682,2650,-8020,-1989
-5617,943,1018,-19908
6030,-7715,-9784,47439
-4733,4070,8815,-40647
-6650,-2940,-7081,1290
4012,-9348,8546,-13605
8797,7108,-4284,39240
-9578,-668,9906,-58455
584,-553,-1627,6630
7749,7431,-4271,36057
7403,-9378,-3127,31587
4967,-4947,6166,-3600
2395,6040,5157,-8289
-3186,7590,-229,-8874
2330,9691,-3774,18309
3018,-1302,-7377,31182
8257,3539,-2342,31794
2932,-8993,-8162,33279
-9054,-5902,-6908,-6441
7154,-4155,-8786,47817
-1685,7384,-2152,1398
366,-7919,2091,-5178
-7660,-6357,4374,-36105
-4326,-8762,-704,-10869
3842,2524,721,9360
-4266,5996,-838,-10287
7436,8012,581,20562
7271,-1492,-9855,51375
4106,9080,-87,12576
-1618,-798,1912,-10593
-1683,-6444,7824,-28524
482,3481,2799,-6954
-5891,-7365,5427,-33957
2519,116,8118,-16800
5327,5998,-5852,33534
-8985,-4489,4348,-40002
7890,2933,-3550,34317
-1142,6459,-2578,4305
7121,-212,520,19800
6741,3068,-8584,45972
-1890,-8970,106,-5991
-5552,1938,8685,-42714
8031,-7870,9415,-4155
-2354,50,-6056,11103
-7406,2587,-3779,-10884
-6243,-6119,6926,-39510
-7839,1122,320,-24480
-3013,5214,7437,-31353
2333,8504,-8277,31827
-2322,6300,3988,-18933
6027,-3551,-7610,40908
2623,-901,-8767,34167
6684,8161,4943,5220
-3671,-9002,362,-12102
5755,-883,-5422,33528
3015,3498,4042,-3084
-221,-3591,-1448,3678
-6772,3110,7537,-42930
4427,682,5593,-3501
-8518,3895,-7331,-3564
-131,-4305,9745,-29631
8659,6800,66,25776
-7054,-229,-7263,624
9410,-5487,-9945,58062
6960,5817,-522,22443
5783,-4203,-1885,23001
109,-1725,-2640,8244
-9575,7529,-1750,-23478
-2,7980,2494,-7491
3437,6893,-6961,31191
4253,-648,-9574,41478
-4869,4186,-6375,4515
1287,-5104,4883,-10791
7099,-5257,260,20514
2277,8349,4826,-7650
-90,-4615,9033,-27372
-9634,1293,-76,-28677
-3419,6964,866,-12858
-5027,9125,3771,-26397
-4672,-8654,8546,-39657
-3000,-2660,9138,-36417
-855,-10000,-4602,11238
-6427,1356,1522,-23850
-483,4913,-1994,4530
8271,4621,4619,10953
3377,1798,-2252,16884
1129,7235,7039,-17733
688,-2491,-7314,24003
-4015,-9336,8002,-36054
9659,3086,9057,1803
-4882,-4295,1763,-19938
-5488,5662,-8513,9072
9738,2998,-8047,53352
8767,-261,3078,17064
3249,3636,8961,-17139
4503,-3263,802,11100
4851,1791,3285,4695
5825,-8011,-731,19665
9169,6278,-4253,40263
1408,7161,7067,-16980
3550,2422,6137,-7764
-5995,5036,3371,-28101
7198,-411,-862,24177
-6459,1560,-5577,-2649
8480,-7256,2927,16656
4099,4429,1691,7221
-2017,-206,4509,-19581
-8003,6251,-3362,-13926
4774,4711,-7717,37470
494,4272,9641,-27444
-7710,1556,2710,-31263
1623,6119,8004,-19146
5223,-3873,-3138,25080
1844,5386,7130,-15861
-6915,-8316,-4455,-7383
5868,5283,9125,-9774
6149,9370,8,18420
2342,-9878,-174,7545
-2059,9906,-8584,19572
-3911,-757,-9716,17412
-5571,7373,-2869,-8109
1674,2956,-2112,11355
-7587,9581,-9674,6258
9283,-9423,-42,27972
-6367,7784,-1092,-15828
-7507,-9713,4469,-35931
7201,-3615,-3796,32988
-588,4389,-118,-1413
-9821,-801,-6958,-8592
5090,-6335,-9283,43116
7402,4686,-3526,32781
-5347,-3698,-648,-14100
253,-7711,-7895,24441
-4179,-1123,-7842,10986
8650,-5378,-4215,38592
5221,6843,-9169,43167
-3579,4876,-7307,11181
-3784,8455,-306,-10437
9707,-8379,3025,20043
-1679,-4927,-5813,12399
-8501,3796,-1975,-19581
91,328,1828,-5214
7686,-4879,9708,-6069
1669,7577,-584,6756
8447,2071,-1247,29079
967,-9564,-2125,9273
1498,9384,-993,7470
713,382,1796,-3252
-7132,-9737,5663,-38388
2303,9323,-1109,10233
-3910,814,5338,-27747
-9640,9170,270,-29733
4435,-6636,2118,6948
-3946,-9567,-7723,11328
-3832,8045,589,-13266
9391,1922,8066,3972
-7012,-4040,-7204,573
-4428,-4124,-5603,3522
2994,-7237,1709,3852
1960,232,-3149,15324
8907,-5317,-7382,48864
-7451,4074,-7181,-813
-6244,2655,8584,-44487
2176,-1596,826,4047
-9174,-1676,-4298,-14631
1526,-3584,1656,-393
-9007,7905,-1599,-22227
2534,8899,8538,-18015
-190,2262,4095,-12858
8603,9839,-4957,40677
2940,2440,-4360,21897
-5904,3593,-5573,-996
-8688,-6722,9831,-55560
5493,3562,3008,7452
-383,-5304,-2785,7203
9527,-7560,-214,29220
3386,4934,2702,2049
-9902,-2456,2183,-36258
1010,2278,6051,-15126
-782,9109,4137,-14760
-2534,9176,1931,-13398
3287,8003,-1855,15423
-5555,9582,-1337,-12657
603,-8494,9004,-25206
-4070,-8615,6571,-31926
5318,-9006,9251,-11802
-1043,-5824,3710,-14262
-2442,-1748,-1527,-2748
-5752,-4360,-7383,4890
105,406,6607,-19509
-9014,-3429,5346,-43083
6798,5467,-8491,45864
2017,-7248,-7588,28812
8261,-8250,1428,20496
8467,-3428,7555,2733
-9660,4981,-6414,-9741
-9884,9011,6565,-49350
6298,7014,-4657,32862
6950,-6590,8408,-4377
16,3661,-8988,27009
-8842,5168,1615,-31374
-6731,-6637,-9315,7749
-6462,-5822,-9901,10314
8047,448,4658,10164
3725,7645,-3539,21789
161,4775,6187,-18081
1577,5260,-4634,18630
7903,-5018,6418,4452
4697,6414,9588,-14676
5203,-3714,9581,-13137
-3934,-4955,2966,-20703
-7821,2533,-4437,-10155
-8361,9341,7975,-49011
4541,-9472,-7691,36693
-2120,8258,-987,-3402
6427,6918,-5698,36372
-8700,50,4575,-39828
-9895,-7324,9179,-57225
9553,-4258,155,28191
4777,1967,-4892,29004
8665,-3445,-8744,52224
-1353,744,-510,-2532
-4482,-477,-8879,13188
1802,-4010,9935,-24402
-1880,8867,5658,-22617
-5722,-9171,5010,-32199
2542,277,-6540,27243
-4209,1335,8658,-38604
2562,2576,6319,-11274
-195,-3990,-1718,4566
6364,4386,-261,19872
4050,7424,1719,6990
6925,5383,1068,17568
-232,-1222,4658,-14673
-9823,-136,-1941,-23649
4039,-6547,2164,5622
7623,5362,-2866,31464
2776,2205,8739,-17892
4988,5056,9710,-14169
989,5420,-6880,23604
-2809,5632,-6939,12387
-5452,1072,8502,-41865
-7505,108,7086,-43776
-3786,-3316,6391,-30534
2860,-617,2461,1194
-8705,9815,-6256,-7350
4370,6827,-3395,23292
4113,8538,-3241,22059
8242,-2453,-4177,37254
6021,2622,-2398,25254
-1064,114,2915,-11940
4995,2103,8921,-11781
-4936,-3868,350,-15861
-612,-7813,2287,-8700
-4699,9227,-2087,-7839
-7477,-6424,8247,-47175
-4624,5908,8808,-40299
4995,1166,1308,11058
-8242,4642,-5210,-9099
-3107,-2643,-5919,8433
-3031,-2372,-4523,4473
-9083,6073,8478,-52686
-8182,-5871,6641,-44472
542,-2669,-8239,26340
1720,-224,6491,-14316
-1752,3912,-4168,7245
7634,7362,-9315,50844
4656,4226,4790,-405
-1717,-9353,-3098,4140
-5362,5099,5401,-32292
1109,-3402,-9402,31530
750,-2182,5397,-13944
3127,8700,9745,-19857
-1307,-1201,7877,-27555
-1024,6207,-9114,24267
-6288,-7464,-2933,-10068
-7648,-525,7783,-46296
-3013,-1548,1102,-12348
587,-9986,176,1230
1462,6086,-3632,15279
1438,8540,1576,-417
200,-5850,9956,-29271
-2834,-6549,7891,-32178
9928,3577,-7894,53463
-5475,2519,-5271,-615
-5090,-7803,-9138,12141
7764,3148,5188,7725
8599,8140,2949,16947
1903,1639,485,4251
-7964,-1664,7926,-47673
-9226,4734,-4255,-14916
2735,-4895,686,6144
9294,813,-6287,46740
8518,1850,8047,1410
994,8296,466,1581
-1445,-2062,1929,-10125
-1116,9327,8486,-28809
6976,9963,1732,15729
-8477,-7523,4195,-38019
-5466,-718,-617,-14550
527,-453,-7593,24357
-1673,-1191,8393,-30201
-6332,-8317,1328,-22983
131,4073,-9596,29178
2453,-5515,3620,-3504
9980,3149,7604,7125
8484,-3383,-3430,35739
9552,917,4990,13683
4583,-7240,-8974,40668
1827,4857,6947,-15363
4745,-4453,-3106,23550
-8786,316,4642,-40287
2211,-9221,3942,-5196
-2491,-7110,7658,-30450
-9852,9896,-9399,-1362
-3128,-5271,-3979,2550
3759,-9688,8262,-13512
2188,-5441,-1209,10188
-7382,-8025,4502,-35655
-574,1777,-2008,4299
4629,-4547,6516,-5664
4189,-5023,-9362,40650
2794,7834,7913,-15360
-5513,8441,4259,-29319
-7643,7733,6305,-41847
2684,-8938,8004,-15963
-7229,7194,-6137,-3279
4940,5685,-5901,32520
-6254,5951,-5769,-1458
-7251,4037,7974,-45678
-1144,-9041,9891,-33108
-2143,1048,562,-8118
-8761,6327,8872,-52902
9492,-5587,8887,1812
2577,-8858,9895,-21957
-2317,5716,-56,-6786
2308,-4787,-9353,34980
-2487,7286,4617,-21315
-3890,392,2572,-19389
6398,89,-8114,43533
9367,1272,5731,10905
-398,-5846,-8194,23385
1068,5862,5542,-13425
-509,6771,3802,-12936
-2971,7912,-3483,1533
-4079,3873,-1165,-8745
6525,4770,7878,-4062
6763,-899,5223,4617
5105,9605,-4045,27447
4503,9269,-7627,36387
-8872,266,3202,-36225
-3280,6640,4534,-23445
7775,-4774,2907,14601
6593,2728,-3405,29991
-8518,-5457,-9492,2919
-8733,2165,-4413,-12963
4533,7903,-2806,22014
2450,3546,-3503,17856
1526,-3917,-3108,13899
-6083,6677,8036,-42360
1064,-2864,-479,4626
-3062,4638,9042,-36315
-7086,-7662,-4571,-7548
1371,-6237,-6629,23997
1887,-6389,193,5079
-6401,9337,468,-20610
-2928,-1077,6254,-27549
-6575,9145,-1764,-14436
5224,7258,303,14760
9570,35,1909,22980
5455,-1764,-5732,33558
2121,8189,7154,-15102
6133,5759,5679,1359
-3439,-3610,7617,-33171
-2414,-1242,3521,-17808
3321,-4933,7580,-12780
3322,-7702,1680,4923
-2081,-6363,653,-8205
-4560,2072,-1391,-9510
-6788,4731,2807,-28788
2353,3821,-4864,21648
-7447,-5654,6931,-43137
9326,8609,-645,29910
-6387,4272,35,-19269
-3208,8923,3309,-19554
-1690,5557,8581,-30816
-3450,9364,5141,-25776
5547,-4672,-8430,41928
5294,8579,1327,11898
9397,-8918,8327,3207
6609,1620,-1402,24030
9109,3404,-9179,54861
8990,-4442,-5151,42420
5200,4790,-5582,32343
1159,-7493,-2408,10698
9460,-1222,-9209,56004
-8588,-8624,-5543,-9138
447,5625,-5314,17280
9497,1977,4106,16170
-5300,6205,8023,-39972
-9803,-8069,-446,-28074
-97,5255,-2529,7293
7563,-6398,-6243,41415
9946,7249,-581,31578
-2694,-9813,1116,-11433
-8795,3329,-5062,-11202
-1761,-1302,8737,-31497
9140,-6054,-9830,56907
1657,2058,-853,7527
-7442,-2358,6543,-41958
9102,-4707,-9948,57147
6722,1234,-3328,30147
-7934,7064,7645,-46740
9721,-9787,-7232,50856
8931,5200,-667,28791
9046,-10000,-8792,53511
-9875,7984,8179,-54165
4504,4700,-8637,39420
-5324,7517,-8567,9726
-626,7819,-9800,27519
-966,9627,-6004,15111
732,2584,-9585,30948
-7946,-2946,-2536,-16233
-4108,7728,-2814,-3885
4517,8473,2198,6954
-6771,4305,3765,-31611
9794,2237,-7052,50535
2912,4638,-3905,20448
-8876,1681,-6721,-6468
-1072,-1745,5578,-19953
-4824,-7251,-1614,-9633
5212,6177,8259,-9144
9076,-8790,4884,12573
8929,5693,336,25776
-9203,5082,-780,-25272
5657,-3501,-2815,25413
-1837,9944,-1356,-1446
-1359,5123,-8795,22305
-1512,5889,-7870,19071
-982,-348,9700,-32049
9281,8802,2077,21609
8996,-1574,7321,5022
-8270,9922,9303,-52722
-8799,2689,-8184,-1848
9092,61,5166,11775
-8941,-4612,-6438,-7512
915,4724,91,2469
3409,-793,6745,-10011
5141,-1422,3746,4182
-5768,-2554,-7678,5727
-5609,6474,4153,-29289
-6936,-9642,1641,-25734
-9462,451,-1458,-24015
2453,-7316,4725,-6819
-9694,-307,-2261,-22302
-3686,3278,-8136,13347
8432,-6390,3545,14658
-4079,-5671,-8197,12351
-7461,9132,8125,-46761
-6813,8036,-4481,-6999
4690,-7256,5544,-2565
-5057,-1673,-3883,-3525
9539,3989,7988,4650
4732,-9884,9689,-14874
4217,1518,-2462,20034
